,Unnamed: 0.1,Unnamed: 0,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
481,481,490,rumah abah,0.956898272037506,"[[957.0, 707.0], [1071.0, 714.0], [1069.0, 742.0], [955.0, 735.0]]",POINT (1013 724.5),"https://www.google.com/maps/@-6.9130379,106.9358963,20z?",-6.9134264,106.9359113,Rumah Abah,Rumah wisata,,"Alamat: Gg. Mutholib No.68, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Rumah+Abah/@-6.9130379,106.9358963,20z/data=!4m6!3m5!1s0x2e68490c3ca3c7ed:0x286852e02babaa54!8m2!3d-6.9134264!4d106.9359113!16s%2Fg%2F11l2k9sspf?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
482,482,491,prana blok b2 no.4 o,0.948756992816925,"[[1510.0, 66.0], [1661.0, 59.0], [1662.0, 87.0], [1511.0, 94.0]]",POINT (1586 76.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9113874,106.9368196,Prana blok B2 no.4,Rumah Kayu,Telepon: 0852-2099-1837 ,"Alamat: 3WQP+CPW, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,4 bintang,"https://www.google.com/maps/place/Prana+blok+B2+no.4/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e6849d8820f149d:0x6a6f014e0affd0eb!8m2!3d-6.9113874!4d106.9368196!16s%2Fg%2F11lqd4_n_p?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
483,483,492,o ning house,0.956504762172699,"[[1691.0, 71.0], [1798.0, 76.0], [1797.0, 104.0], [1690.0, 99.0]]",POINT (1744 87.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9113811,106.9368973,Ning House,Komplek perumahan,,"Alamat: Villa Prana estate, blok b2 no 3, Sukabumi Regency ",,,,,"https://www.google.com/maps/place/Ning+House/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e684918988c7a85:0x337b1f66a60d8b8c!8m2!3d-6.9113811!4d106.9368973!16s%2Fg%2F11trcwkqd8?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
484,484,493,sim sukabumi,0.9332872629165648,"[[278.0, 102.0], [378.0, 102.0], [378.0, 122.0], [278.0, 122.0]]",POINT (328 112),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9114087,106.9351365,Bc Buek Baong SIM sukabumi,Layanan Transportasi,,"Alamat: 3WQP+C3J, Jl. Siliwangi, Selabatu, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Bc+Buek+Baong+SIM+sukabumi/@-6.9114087,106.9348146,20z/data=!4m6!3m5!1s0x2e6849815d0395cf:0xc57a7fbc23c5d1a1!8m2!3d-6.9114087!4d106.9351365!16s%2Fg%2F11sr_48h2r?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
485,485,494,bakso malang umi o,0.9798429012298584,"[[1286.0, 118.0], [1430.0, 118.0], [1430.0, 140.0], [1286.0, 140.0]]",POINT (1358 129),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9114372,106.93648,Bakso malang umi,Pemasok Produk Makanan,Telepon: 0857-9882-6666 ,"Alamat: 3WQP+CHH, Jl. Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,6 tahun lalu,5 bintang,"https://www.google.com/maps/place/Bakso+malang+umi/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e6849b550444af9:0x67d6a8661e2166a!8m2!3d-6.9114372!4d106.93648!16s%2Fg%2F11gfgrkwq6?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
486,486,495,o lesta food gang oyo,0.9931299090385436,"[[1168.0, 239.0], [1328.0, 241.0], [1328.0, 263.0], [1168.0, 261.0]]",POINT (1248 251),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9116074,106.9362218,Lesta food gang oyo,Produsen makanan,Telepon: 0838-1826-6222 ,"Alamat: Gg. Oyo, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Lesta+food+gang+oyo/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e68491931a074c9:0x7339f272ee796df!8m2!3d-6.9116074!4d106.9362218!16s%2Fg%2F11h9kvbh0m?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
487,487,496,siiwangi food market,0.969102144241333,"[[566.0, 250.0], [739.0, 241.0], [740.0, 269.0], [567.0, 278.0]]",POINT (653 259.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9116234,106.9353828,Siliwangi Food Market,Restoran Keluarga,,"Alamat: Jl. Siliwangi No.118, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: instagram.com ,,7 bulan lalu,5 bintang,"https://www.google.com/maps/place/Siliwangi+Food+Market/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e6849522cc16fdd:0xc29290be8fa94a6c!8m2!3d-6.9116234!4d106.9353828!16s%2Fg%2F11swc8tdm3?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
488,488,497,4.4  (309,0.997058629989624,"[[114.0, 263.0], [172.0, 263.0], [172.0, 283.0], [114.0, 283.0]]",POINT (143 273),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9116198,106.9348797,Taman Sari Hotel & Resort,,Telepon: (0266) 211457 ,"Alamat: Jl. Surya Kencana No.112, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: tamansarihotel.com ,,,,"https://www.google.com/maps/place/Taman+Sari+Hotel+%26+Resort/@-6.9116197,106.9345578,20z/data=!4m9!3m8!1s0x2e68363a35d42145:0x5a151d4081c2b7dd!5m2!4m1!1i2!8m2!3d-6.9116198!4d106.9348797!16s%2Fg%2F11f15m_3g2?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
489,489,498,o mas nani,0.9285308122634888,"[[1653.0, 257.0], [1740.0, 261.0], [1739.0, 283.0], [1652.0, 279.0]]",POINT (1696 270),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9116284,106.93684,Mas nani,Komplek perumahan,,"Alamat: 3WQP+8PW, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,8 bulan lalu,5 bintang,"https://www.google.com/maps/place/Mas+nani/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e6849ffa1fe97fd:0x54166453198cdc4f!8m2!3d-6.9116284!4d106.93684!16s%2Fg%2F11s0zvj4y2?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
490,490,499,rumah jahit pak al,0.9712494015693665,"[[1786.0, 301.0], [1918.0, 301.0], [1918.0, 321.0], [1786.0, 321.0]]",POINT (1852 311),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9116856,106.9369902,Rumah Jahit Pak Alam,Kantor Perusahaan,,"Alamat: 3WQP+8QH, Gg. Oyo, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Rumah+Jahit+Pak+Alam/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e68492c7192981f:0xed0f95be85a6b2fe!8m2!3d-6.9116856!4d106.9369902!16s%2Fg%2F11n60rx__v?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
491,491,500,waroeng semesta,0.9911739230155944,"[[586.0, 311.0], [730.0, 311.0], [730.0, 333.0], [586.0, 333.0]]",POINT (658 322),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9116727,106.9354074,Waroeng Semesta,Restoran,Telepon: 0852-8070-0540 ,"Alamat: Jl. Siliwangi No.118, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Mantap,seminggu lalu,5 bintang,"https://www.google.com/maps/place/Waroeng+Semesta/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e684907ffb1ab89:0x5db1bbe18cc64490!8m2!3d-6.9116727!4d106.9354074!16s%2Fg%2F11l2xgrr49?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
492,492,501,toko gula smuut 0,0.8248911499977112,"[[834.0, 393.0], [971.0, 388.0], [972.0, 424.0], [835.0, 429.0]]",POINT (903 408.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.911806,106.935894,Gula SMUUT,Toko Makanan Sehat,Telepon: 0838-1898-1818 ,"Alamat: Gg. Oyo No.5 RT 01/03, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Gula+SMUUT/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e6849b5558e891f:0xaf46b64715ca46c8!8m2!3d-6.911806!4d106.935894!16s%2Fg%2F11clmyqwbf?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
493,493,502,pertamini gang oyo,0.990485668182373,"[[444.0, 425.0], [602.0, 425.0], [602.0, 450.0], [444.0, 450.0]]",POINT (523 437.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9118534,106.9352186,Pertamini Gang Oyo,Pom bensin/SPBU,Telepon: 0897-5949-739 ,"Alamat: Jl. Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,5 tahun lalu,3 bintang,"https://www.google.com/maps/place/Pertamini+Gang+Oyo/@-6.9118534,106.9348967,20z/data=!4m6!3m5!1s0x2e6849caad457385:0x19632a6ad9433aeb!8m2!3d-6.9118534!4d106.9352186!16s%2Fg%2F11hb2z_4wp?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
494,494,503,to ofe,0.5397116541862488,"[[68.0, 490.0], [184.0, 490.0], [184.0, 534.0], [68.0, 534.0]]",POINT (126 512),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9119492,106.9348357,Photo Coffee Eat & Drink Sukabumi,Kafe,,"Alamat: Jl. Siliwangi No.116, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Photo+Coffee+Eat+%26+Drink+Sukabumi/@-6.9119492,106.9345139,20z/data=!4m6!3m5!1s0x2e6849e56bd51a8b:0xcc6dfdac50734308!8m2!3d-6.9119492!4d106.9348357!16s%2Fg%2F11h07wk_s0?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
495,495,504,rumah kirana o,0.9673919677734376,"[[874.0, 560.0], [990.0, 560.0], [990.0, 582.0], [874.0, 582.0]]",POINT (932 571),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9120178,106.9359237,Rumah Kirana,Komplek perumahan,,"Alamat: Gg. Oyo No.23, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Rumah+Kirana/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e6849aeff673ffb:0x9855432111f8e2a1!8m2!3d-6.9120178!4d106.9359237!16s%2Fg%2F11svdp3wkc?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
496,496,505,saung kodok,0.9824705123901368,"[[1404.0, 598.0], [1516.0, 598.0], [1516.0, 620.0], [1404.0, 620.0]]",POINT (1460 609),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9120828,106.9365049,Saung Kodok,Bar Tanpa Tempat Duduk,Telepon: 0858-7862-6353 ,"Alamat: 3WQP+5J6, Gg. Oyo, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: magnummild.com ,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Saung+Kodok/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e68484aad645dad:0xa67790ab717067c1!8m2!3d-6.9120828!4d106.9365049!16s%2Fg%2F11hbgs36j8?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
497,497,506,tempat kost putra,0.949163556098938,"[[817.0, 703.0], [959.0, 712.0], [957.0, 738.0], [815.0, 729.0]]",POINT (887 720.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9122381,106.935877,Tempat Kost Putra & Putri Ibu Hj. Iyus Ruspandi,Pondok,Telepon: 0812-9413-534 ,"Alamat: Jalan Siliwangi & Gang Oyo No.4, Cikole, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113 ",,"Tempat kos campur dekat kota khusus karyawan dan karyawati
Ada beberapa kos yang berbeda harga, beda di fasilitas wc dalam (wc jongkok) dan wifi …",10 bulan lalu,5 bintang,"https://www.google.com/maps/place/Tempat+Kost+Putra+%26+Putri+Ibu+Hj.+Iyus+Ruspandi/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e68484aaa76e121:0x55424f14e10df50f!8m2!3d-6.9122381!4d106.935877!16s%2Fg%2F11gbtmhxt8?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
498,498,507,bubu,0.9986987709999084,"[[220.0, 753.0], [248.0, 753.0], [248.0, 767.0], [220.0, 767.0]]",POINT (234 760),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9122668,106.9349334,Bubur Ayam Bunut Siliwangi,Restoran Bubur,Telepon: (0266) 221325 ,"Alamat: Jl. Siliwangi No.93, RT.01/RW.04, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Manknyusss pokok nya,1 jam lalu,5 bintang,"https://www.google.com/maps/place/Bubur+Ayam+Bunut+Siliwangi/@-6.9122624,106.9346473,20z/data=!4m6!3m5!1s0x2e684835f8512c1f:0x38455f5a21925c73!8m2!3d-6.9122668!4d106.9349334!16s%2Fg%2F11cfdqlfx?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
499,499,508,kosan andi putra,0.9899231195449828,"[[714.0, 757.0], [850.0, 757.0], [850.0, 779.0], [714.0, 779.0]]",POINT (782 768),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9121946,106.9357263,Kosan Andi Putra,,Telepon: 0822-9822-6502 ,"Alamat: 3WQP+47H, Gg. Oyo, Cikole, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kosan+Andi+Putra/@-6.9118463,106.9358963,20z/data=!4m9!3m8!1s0x2e684835551a9fe7:0xd7a0b2b485cc288e!5m2!4m1!1i2!8m2!3d-6.9121946!4d106.9357263!16s%2Fg%2F11dzdh6mw7?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
500,500,509,pakaiar,0.9783763885498048,"[[1164.0, 749.0], [1204.0, 749.0], [1204.0, 763.0], [1164.0, 763.0]]",POINT (1184 756),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9122481,106.9362489,Garasi pakaian sukabumi,Toko Pakaian,Telepon: 0822-6240-0054 ,"Alamat: Gg. Oyo No.5, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Garasi+pakaian+sukabumi/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e6849cf05ac1643:0x8321c6cf47f3db51!8m2!3d-6.9122481!4d106.9362489!16s%2Fg%2F11fwsl9z_w?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
501,501,510,iwangi,0.8920536637306213,"[[372.0, 815.0], [392.0, 815.0], [392.0, 881.0], [372.0, 881.0]]",POINT (382 848),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",,,,,,,,,,,
502,502,511,bittersweet bj,0.8888295292854309,"[[1753.0, 822.0], [1871.0, 815.0], [1873.0, 843.0], [1755.0, 850.0]]",POINT (1813 832.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?",-6.9123887,106.9369824,Bittersweet by najla sukabuni,Toko Makanan,Telepon: 0813-8759-8377 ,"Alamat: Perum prana estate blok A3 no 18, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Bittersweet+by+najla+sukabuni/@-6.9118463,106.9358963,20z/data=!4m6!3m5!1s0x2e6849c188f72faf:0x7a18ff0ea55d1be5!8m2!3d-6.9123887!4d106.9369824!16s%2Fg%2F11q39hfzb3?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
503,503,512,o valentino billia,0.9661846160888672,"[[714.0, 2.0], [834.0, 2.0], [834.0, 22.0], [714.0, 22.0]]",POINT (774 12),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",,,,,,,,,,,
504,504,513,hew,0.5578018426895142,"[[932.0, 2.0], [966.0, 2.0], [966.0, 16.0], [932.0, 16.0]]",POINT (949 9),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",,,,,,,,,,,
505,505,514,apotek n atm,0.9213438630104064,"[[1168.0, 24.0], [1328.0, 24.0], [1328.0, 50.0], [1168.0, 50.0]]",POINT (1248 37),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",,,,,,,,,,,
506,506,515,burger c,0.9253082275390624,"[[610.0, 100.0], [676.0, 100.0], [676.0, 120.0], [610.0, 120.0]]",POINT (643 110),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9102228,106.9356411,D TOP CHICKEN BURGER CIMANGGAH,Restoran Cepat Saji,,"Alamat: 3WQP+W76, Gg. Cimanggah, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,dine in disini homey dan bersih banget staff nya ramah ramah semua the best fast food restaurant yg pernah saya datengin,2 minggu lalu,5 bintang,"https://www.google.com/maps/place/D+TOP+CHICKEN+BURGER+CIMANGGAH/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e6849003a1d45fd:0x34ec55640889a73a!8m2!3d-6.9102228!4d106.9356411!16s%2Fg%2F11w7c79j0g?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
507,507,516,o tk kartika siliwar,0.9456406831741332,"[[624.0, 138.0], [762.0, 138.0], [762.0, 159.0], [624.0, 159.0]]",POINT (693 148.5),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9102766,106.9354605,TK Kartika Siliwangi 17,Taman Kanak-kanak,Telepon: (0266) 231533 ,"Alamat: JL. Selabintana, No. 7 RT 004/07, 43113, Selabatu, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43151 ",,,9 bulan lalu,5 bintang,"https://www.google.com/maps/place/TK+Kartika+Siliwangi+17/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e6849b58be3e94d:0xee3a6472e1d0b750!8m2!3d-6.9102766!4d106.9354605!16s%2Fg%2F1pzwyy1zv?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
508,508,517,my risoles o,0.9505481123924256,"[[618.0, 169.0], [714.0, 169.0], [714.0, 191.0], [618.0, 191.0]]",POINT (666 180),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9103196,106.9355532,My Risoles,Toko,,"Alamat: Jl. Selabintana No.14-4, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,mantap,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/My+Risoles/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e68491036f0cb1f:0x21e3a8230a86fe59!8m2!3d-6.9103196!4d106.9355532!16s%2Fg%2F11sbw502dh?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
509,509,518,kanawa,0.968084454536438,"[[814.0, 199.0], [904.0, 199.0], [904.0, 221.0], [814.0, 221.0]]",POINT (859 210),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9103619,106.9357207,KANAWA,Restoran,,"Alamat: Jl. Selabintana, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,seminggu lalu,5 bintang,"https://www.google.com/maps/place/KANAWA/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e684957aa8ef445:0x7630eb24c889bce9!8m2!3d-6.9103619!4d106.9357207!16s%2Fg%2F11jg88hc2k?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
510,510,519,roti bakar kentjana,0.9892972111701964,"[[546.0, 267.0], [696.0, 267.0], [696.0, 289.0], [546.0, 289.0]]",POINT (621 278),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9104484,106.9355294,Roti Bakar Kentjana,Toko Makanan,Telepon: 0821-7836-6211 ,"Alamat: Depan kantor BPS, Jl. Selabintana, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,seminggu lalu,5 bintang,"https://www.google.com/maps/place/Roti+Bakar+Kentjana/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e6849a2973a1ff1:0x3db1c5c36a5a20fa!8m2!3d-6.9104484!4d106.9355294!16s%2Fg%2F11j4lnyzg6?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
511,511,520,o fajarc,0.9901821613311768,"[[1836.0, 351.0], [1916.0, 351.0], [1916.0, 373.0], [1836.0, 373.0]]",POINT (1876 362),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9105629,106.9370896,FAJARCOM,Layanan dan Dukungan Komputer,Telepon: (0266) 210729 ,"Alamat: Prana Estate B6/7, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43100 ",,,,,"https://www.google.com/maps/place/FAJARCOM/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e684996091573d7:0x78f83ff75f71a586!8m2!3d-6.9105629!4d106.9370896!16s%2Fg%2F11rsdmjc1d?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
512,512,521,nasi goreng mas roni,0.9589096307754515,"[[431.0, 366.0], [597.0, 377.0], [595.0, 405.0], [429.0, 394.0]]",POINT (513 385.5),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9105988,106.9353952,Nasi goreng mas roni,Restoran Nasi Goreng,Telepon: 0812-8556-4996 ,"Alamat: Jl. Surya Kencana, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,9 bulan lalu,4 bintang,"https://www.google.com/maps/place/Nasi+goreng+mas+roni/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e6849ab7c61667d:0x87ce4706d1249eb0!8m2!3d-6.9105988!4d106.9353952!16s%2Fg%2F11gy634tzg?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
513,513,522,rst kukus angiakar,0.7066795229911804,"[[1284.0, 395.0], [1452.0, 395.0], [1452.0, 429.0], [1284.0, 429.0]]",POINT (1368 412),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9106265,106.93635,Roti Kukus Dan Bakar Assyifa Siliwangi 131,Toko Roti,Telepon: 0812-8054-5965 ,"Alamat: Gg. Kopi No.12, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: instagram.com ,,9 bulan lalu,5 bintang,"https://www.google.com/maps/place/Roti+Kukus+Dan+Bakar+Assyifa+Siliwangi+131/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e6849546dff9c71:0xf957292ae0c68fe!8m2!3d-6.9106265!4d106.93635!16s%2Fg%2F11fs_8jt5d?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
514,514,523,paud ra rainda,0.982089340686798,"[[876.0, 526.0], [1016.0, 526.0], [1016.0, 548.0], [876.0, 548.0]]",POINT (946 537),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9107979,106.9359572,PAUD RA RAINDA,Taman Kanak-kanak,Telepon: 0896-9147-3200 ,"Alamat: 3WQP+M9P, Jl. Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: instagram.com ,,6 bulan lalu,5 bintang,"https://www.google.com/maps/place/PAUD+RA+RAINDA/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e68490072970ef5:0xe74301a2bec3cafc!8m2!3d-6.9107979!4d106.9359572!16s%2Fg%2F11vz4bm7pc?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
515,515,524,mizutani,0.9410498142242432,"[[1822.0, 542.0], [1910.0, 542.0], [1910.0, 570.0], [1822.0, 570.0]]",POINT (1866 556),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9107546,106.9370876,Mizutani,Rumah Pondokan,Telepon: 0813-2090-9199 ,"Alamat: Prana Estate Blok B5. No 9, Cisarua, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Mizutani/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e68492827598287:0x2c8bd21b07aba8b9!8m2!3d-6.9107546!4d106.9370876!16s%2Fg%2F11hzyhh0l8?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
516,516,525,opei,0.808378279209137,"[[1868.0, 580.0], [1918.0, 580.0], [1918.0, 610.0], [1868.0, 610.0]]",POINT (1893 595),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9108714,106.9371322,perum prana,Komplek perumahan,,"Alamat: Perum prana estate blok b5 no 4, RT.005/RW.003, Cikole, Kec. Cikole, Kota Sukabumi ",,,,,"https://www.google.com/maps/place/perum+prana/@-6.9106547,106.9358963,20z/data=!4m6!3m5!1s0x2e684900209be681:0x3fd3f878652f3106!8m2!3d-6.9108714!4d106.9371322!16s%2Fg%2F11y50vl_3_?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
517,517,526,rumabanckan,0.7036827802658081,"[[118.0, 627.0], [249.0, 635.0], [246.0, 678.0], [115.0, 671.0]]",POINT (181.7501602283983 652.7337877993358),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?",-6.9109623,106.9349299,Rumah makan sambal GAMI,Restoran Indonesia,,"Alamat: Jl. Surya Kencana, Selabatu, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat ",,"ini asli enak dan murah banget, sambalnya joss, daging iga nya, cuminya, enak semua, harganya ramah dikantong pula! semoga nanti bapaknya bisa nambah karyawan ya biar aga cepet pelayanannya, tapi untuk harga segitu sangat worth karna rasanya enak, sukses terus pak usahanyaa",setahun lalu,5 bintang,"https://www.google.com/maps/place/Rumah+makan+sambal+GAMI/@-6.9109527,106.934599,20z/data=!4m6!3m5!1s0x2e6849ddc6503b49:0x438d99f43ffa44d1!8m2!3d-6.9109623!4d106.9349299!16s%2Fg%2F11tjj_92th?entry=ttu&g_ep=EgoyMDI0MTExMy4xIKXMDSoASAFQAw%3D%3D"
