,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
49,kostan moedjiman (),0.9612074494361877,"[[900.0, 2.0], [1050.0, 2.0], [1050.0, 24.0], [900.0, 24.0]]",POINT (975 13),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",,,,,,,,,,,
50,sate h. ac,0.9176256060600281,"[[1004.0, 52.0], [1066.0, 52.0], [1066.0, 66.0], [1004.0, 66.0]]",POINT (1035 59),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",,,,,,,,,,,
51,o rumah teman,0.9695730209350586,"[[1062.0, 90.0], [1186.0, 90.0], [1186.0, 118.0], [1062.0, 118.0]]",POINT (1124 104),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9185498,106.9309044,Rumah teman,Kedai Kopi,Telepon: 0857-000-035 ,"Alamat: Jl. Syamsudin. SH Gg. Ajid 2 No.4, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,7 bulan lalu,5 bintang,"https://www.google.com/maps/place/Rumah+teman/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e684916db258a93:0x711eb831a8728a11!8m2!3d-6.9185498!4d106.9309044!16s%2Fg%2F11ts18vhnf?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
52,o dirza coffe naga,0.9651782512664795,"[[1704.0, 102.0], [1836.0, 102.0], [1836.0, 124.0], [1704.0, 124.0]]",POINT (1770 113),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9185703,106.9317844,Dirza coffe naga,Kedai Kopi,,"Alamat: 3WJJ+HPF, Gg. Adireja, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Dirza+coffe+naga/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e68490030058993:0x1617775079afedc2!8m2!3d-6.9185703!4d106.9317844!16s%2Fg%2F11vt0j45bc?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
53,w mr cane,0.8892257213592529,"[[1521.0, 207.0], [1602.0, 212.0], [1601.0, 234.0], [1520.0, 229.0]]",POINT (1561 220.5),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9187148,106.9315395,Mr cane,Restoran,Telepon: 0895-1705-3897 ,"Alamat: Jl. Ir. H. Juanda, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Mr+cane/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6837a5714a0c45:0xf842155693eae409!8m2!3d-6.9187148!4d106.9315395!16s%2Fg%2F11jdvpg49x?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
54,masjid jami' ad-da'wah (,0.9379737377166748,"[[718.0, 285.0], [894.0, 285.0], [894.0, 305.0], [718.0, 305.0]]",POINT (806 295),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9188366,106.9307443,Masjid Jami' Ad-Da'wah,Masjid,,"Alamat: 3WJJ+F79, Jl. Syamsudin. SH Gg. Ajid 2, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: masjid-addawah.com ,"Lokasi strategis ditengah kota, masjid jami kecil namun rapi dan bersih.",3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Masjid+Jami'+Ad-Da'wah/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e684836c6329aeb:0xb0565f81fef54b32!8m2!3d-6.9188366!4d106.9307443!16s%2Fg%2F11f01v53bc?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
55,mah ini terima,0.9674277305603027,"[[322.0, 343.0], [414.0, 343.0], [414.0, 363.0], [322.0, 363.0]]",POINT (368 353),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9188981,106.9298692,Rumah Ini Terima Kost Wanita,Hotel jangka panjang,Telepon: 0815-6329-8599 ,"Alamat: Jl. R. E. Martadinata Gg. Ajid I No.15, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Rumah+Ini+Terima+Kost+Wanita/@-6.9188982,106.9295474,20z/data=!4m6!3m5!1s0x2e68483134dd448b:0xc465a14607ae3fed!8m2!3d-6.9188981!4d106.9298692!16s%2Fg%2F11gbtdl1kd?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
56,de chick fried,0.9708632230758667,"[[1596.0, 379.0], [1680.0, 379.0], [1680.0, 393.0], [1596.0, 393.0]]",POINT (1638 386),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9189493,106.9316043,De Chick Fried Chicken Dago,Restoran takeaway ayam goreng,Telepon: 0821-1000-4410 ,"Alamat: Jl. Ir. H. Juanda No.12, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Tempat Nyaman 🤩 …,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/De+Chick+Fried+Chicken+Dago/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e68491b9781a06d:0xd343f7e599482402!8m2!3d-6.9189493!4d106.9316043!16s%2Fg%2F11g0h0f2lt?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
57,cikikim cake & bakery,0.9853023290634155,"[[290.0, 415.0], [460.0, 417.0], [460.0, 439.0], [290.0, 436.0]]",POINT (375.65891472868213 426.7596899224806),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",,,,,,,,,,,
58,sukabumi bc 3,0.9763783812522888,"[[1184.0, 476.0], [1286.0, 476.0], [1286.0, 498.0], [1184.0, 498.0]]",POINT (1235 487),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9190606,106.9312359,SAGARASI SUKABUMI BC 3,Tempat Istirahat,Telepon: 0821-1282-2224 ,"Alamat: Jl. Ir. H. Juanda No.19, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/SAGARASI+SUKABUMI+BC+3/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6849730c429c45:0x2b4d4a4d96c35d74!8m2!3d-6.9190606!4d106.9312359!16s%2Fg%2F11j4lgssfc?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
59,t karyawan/ti,0.9386029839515686,"[[74.0, 496.0], [186.0, 496.0], [186.0, 518.0], [74.0, 518.0]]",POINT (130 507),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9190959,106.9297201,Kost Karyawan/ti,Hotel jangka panjang,Telepon: 0812-1045-9275 ,"Alamat: Jl. R. E. Martadinata Gg. Ajid I No.18, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Kost+Karyawan%2Fti/@-6.9190959,106.9293982,20z/data=!4m6!3m5!1s0x2e6848313391827b:0x45444bcb06f812b6!8m2!3d-6.9190959!4d106.9297201!16s%2Fg%2F11g9q3qyrg?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
60,pedestrian dago,0.9970136880874634,"[[1380.0, 488.0], [1514.0, 490.0], [1514.0, 512.0], [1380.0, 510.0]]",POINT (1447 500),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9190869,106.9313529,Pedestrian Dago,Taman,Telepon: 0859-4739-6950 ,"Alamat: Jl. Ir. H. Juanda, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: kdp.sukabumikota.go.id ,"Suasananya enak buat ngabisin waktu, nikmatin suasana sukabumi. Sebelumnya cenderung dominan dengan yang jualan, sekarang sudah jauh lebih bagus penataannya. Rapi!",setahun lalu,4 bintang,"https://www.google.com/maps/place/Pedestrian+Dago/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6849d21f78bccf:0x8fcab11e73211ec6!8m2!3d-6.9190869!4d106.9313529!16s%2Fg%2F11mwrx_b5p?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
61,gki penginjil sukabumi,0.9731506109237671,"[[1046.0, 584.0], [1226.0, 584.0], [1226.0, 610.0], [1046.0, 610.0]]",POINT (1136 597),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9192108,106.9310964,GKI Penginjil Sukabumi,Gereja Injil,Telepon: (0266) 221670 ,"Alamat: Jl. Ir. H. Juanda No.20, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: sinodegki.org ,tempat bagus dan bersih,sebulan lalu,5 bintang,"https://www.google.com/maps/place/GKI+Penginjil+Sukabumi/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e684836c3048513:0x73e170af6edabc84!8m2!3d-6.9192108!4d106.9310964!16s%2Fg%2F11c6fb32_l?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
62,perkum,0.8865551948547363,"[[1076.0, 704.0], [1122.0, 704.0], [1122.0, 720.0], [1076.0, 720.0]]",POINT (1099 712),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.9194023,106.9311034,Perkumpulan WNA (Warga Negara Ajid),Tempat Religius,,"Alamat: 3WJJ+6CQ, Gg. Ajid I, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Perkumpulan+WNA+(Warga+Negara+Ajid)/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e6849b4f0ff1d57:0x6b02cb6e631ad216!8m2!3d-6.9194023!4d106.9311034!16s%2Fg%2F11l24bv422?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
64,ayam goreng dago,0.9385167360305786,"[[1384.0, 744.0], [1539.0, 739.0], [1540.0, 773.0], [1385.0, 778.0]]",POINT (1462 758.5),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.919431,106.9313606,Ayam goreng dago,Restoran takeaway ayam goreng,Telepon: 0857-2000-0939 ,"Alamat: Jl. Ir. H. Juanda No.8, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Lumayan enak,4 tahun lalu,4 bintang,"https://www.google.com/maps/place/Ayam+goreng+dago/@-6.918996,106.9307722,20z/data=!4m6!3m5!1s0x2e68496bef933233:0xd4d7a7b34d2036bf!8m2!3d-6.919431!4d106.9313606!16s%2Fg%2F11h51bm9g2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
65,ave brewtherhood,0.9985701441764832,"[[174.0, 809.0], [290.0, 809.0], [290.0, 829.0], [174.0, 829.0]]",POINT (232 819),"https://www.google.com/maps/@-6.918996,106.9307722,20z?",-6.919507,106.9296383,Brewcave Brewtherhood,Kedai Kopi,Telepon: 0882-8957-6240 ,"Alamat: Jl. R. E. Martadinata Gg. Ajid I No.11, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: instagram.com ,"Enak semua kopinya, kita bahkan datang untuk kedua kali untuk coba kopinya. Bisa pembayaran non cash dengan transfer. Paling suka sama Vietnam drip sama kopi jahenya 😍👍 …",6 hari lalu,5 bintang,"https://www.google.com/maps/place/Brewcave+Brewtherhood/@-6.9195069,106.9293164,20z/data=!4m6!3m5!1s0x2e684906225f6ce3:0x78d78c8e37d0d8a!8m2!3d-6.919507!4d106.9296383!16s%2Fg%2F11gfjd6sn5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
66,17,0.5075679421424866,"[[430.0, 30.0], [444.0, 30.0], [444.0, 44.0], [430.0, 44.0]]",POINT (437 37),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
67,hotel )( rekomendasi aktivitas,0.9797777533531189,"[[608.0, 24.0], [874.0, 24.0], [874.0, 50.0], [608.0, 50.0]]",POINT (741 37),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
68,transportasi umum  apotek  atm,0.9072653651237488,"[[992.0, 24.0], [1328.0, 24.0], [1328.0, 50.0], [992.0, 50.0]]",POINT (1160 37),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
69,kota sukabumi,0.9600382447242737,"[[1178.0, 52.0], [1302.0, 52.0], [1302.0, 66.0], [1178.0, 66.0]]",POINT (1240 59),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
70,4,0.5083831548690796,"[[1474.0, 72.0], [1496.0, 72.0], [1496.0, 92.0], [1474.0, 92.0]]",POINT (1485 82),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9172989,106.9314903,"Kupat Tahu ""Walikota""",Kedai Sarapan,,"Alamat: Jl. Dewi Sartika No.12/50, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,,,"https://www.google.com/maps/place/Kupat+Tahu+%22Walikota%22/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e6849f03707ec37:0x20927afc2b73410a!8m2!3d-6.9172989!4d106.9314903!16s%2Fg%2F11s36wtlkk?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
71,impang botram,0.9997405409812927,"[[74.0, 122.0], [174.0, 122.0], [174.0, 142.0], [74.0, 142.0]]",POINT (124 132),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
72,o gang makmoer,0.9735231995582581,"[[1360.0, 134.0], [1492.0, 134.0], [1492.0, 161.0], [1360.0, 161.0]]",POINT (1426 147.5),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9174261,106.9313277,Gang Makmoer,Kedai Kopi,,"Alamat: Jl Perpustakaan No.4, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",Situs Web: lynk.id ,,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Gang+Makmoer/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e6849159755c6cd:0xaad0578d29a008f1!8m2!3d-6.9174261!4d106.9313277!16s%2Fg%2F11tc9rtyxy?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
73,kota sukabumi o,0.9798545837402344,"[[1556.0, 153.0], [1696.0, 153.0], [1696.0, 175.0], [1556.0, 175.0]]",POINT (1626 164),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9174486,106.9317438,KOTA SUKABUMI,Perusahaan Media,Telepon: 0811-1030-334 ,"Alamat: Jl. Dewi Sartika, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: linktr.ee ,Tempat terbaik untuk menjalani hidup Anda,sebulan lalu,5 bintang,"https://www.google.com/maps/place/KOTA+SUKABUMI/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e68495c2b8ceb07:0xc13e690a4be8b616!8m2!3d-6.9174486!4d106.9317438!16s%2Fg%2F11sg324jhp?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
74,mr ebood sukabumi 1 o,0.9584660530090332,"[[72.0, 164.0], [244.0, 159.0], [244.0, 181.0], [72.0, 186.0]]",POINT (158 172.5),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
75,sudin.sh,0.977583646774292,"[[75.0, 199.0], [144.0, 223.0], [137.0, 244.0], [68.0, 219.0]]",POINT (106.24758301807482 221.34636401849517),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
76,o infosmi media,0.9333442449569702,"[[1353.0, 221.0], [1480.0, 225.0], [1480.0, 247.0], [1352.0, 243.0]]",POINT (1416.2345327158296 234.01389383683647),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9175403,106.9313098,INFOSMI Media,Perusahaan Media,Telepon: 0812-2030-2014 ,"Alamat: Jl Perpustakaan No.4, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43124 ",Situs Web: lynk.id ,,3 minggu lalu,5 bintang,"https://www.google.com/maps/place/INFOSMI+Media/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e68495326135c39:0x5cf36aaa57fa7530!8m2!3d-6.9175403!4d106.9313098!16s%2Fg%2F11gj727mxj?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
77,seecul coffee bar,0.993468165397644,"[[218.0, 235.0], [340.0, 235.0], [340.0, 255.0], [218.0, 255.0]]",POINT (279 245),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9175535,106.9299471,Seecul Coffee Bar,Kedai Kopi,Telepon: 0856-2440-9994 ,"Alamat: Jl. Syamsudin. SH No.1, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Seecul+Coffee+Bar/@-6.9175535,106.9296252,20z/data=!4m6!3m5!1s0x2e684836aacef687:0xbced4485369cfe0a!8m2!3d-6.9175535!4d106.9299471!16s%2Fg%2F11b6_mnntl?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
79,radio swara perintis o,0.9456422328948975,"[[1574.0, 245.0], [1738.0, 241.0], [1738.0, 267.0], [1574.0, 271.0]]",POINT (1656 256),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.91757,106.9317994,Radio Swara Perintis,Penyiar Radio,Telepon: (0266) 221286 ,"Alamat: Jl. Syamsudin. SH No.25, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43133 ",Situs Web: sukabumikota.go.id ,Radionya selalu menemani kalau pas lagi nugas di Sukabumi. . .,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Radio+Swara+Perintis/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e6849ec89362455:0xd6f8c98380963976!8m2!3d-6.91757!4d106.9317994!16s%2Fg%2F11hnvlns0k?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
80,? toko benteng,0.9666352868080139,"[[626.0, 277.0], [744.0, 277.0], [744.0, 297.0], [626.0, 297.0]]",POINT (685 287),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9176328,106.9303313,Toko Benteng,Toko bahan makanan,Telepon: (0266) 220636 ,"Alamat: Jl. Syamsudin. SH No.9, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Arga hemat ekonomia,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Toko+Benteng/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e684836a94bcf0d:0xc2a44387ed8c8ebc!8m2!3d-6.9176328!4d106.9303313!16s%2Fg%2F11hbgbmzdm?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
81,republik indonesia,0.9742035269737244,"[[1036.0, 313.0], [1150.0, 313.0], [1150.0, 327.0], [1036.0, 327.0]]",POINT (1093 320),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9176457,106.9310665,Koperasi Pegawai Republik Indonesia Pemerintah Kota Sukabumi,Koperasi,Telepon: (0266) 223545 ,"Alamat: Jl Perpustakaan No.2, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,Pegawainya ramah,5 tahun lalu,5 bintang,"https://www.google.com/maps/place/Koperasi+Pegawai+Republik+Indonesia+Pemerintah+Kota+Sukabumi/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e684836a7a7d221:0x9266368503f74563!8m2!3d-6.9176457!4d106.9310665!16s%2Fg%2F1pzpz4ml6?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
82,boend,0.9949893951416016,"[[1870.0, 312.0], [1919.0, 318.0], [1919.0, 348.0], [1867.0, 342.0]]",POINT (1893.6929133858268 330.1417322834646),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9176712,106.9321791,BOENDA KITCHEN,Restoran Keluarga,,"Alamat: Jl. Dewi Sartika No.32, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Tempat nyaman pelayanan ramah makanan mantap wort it pokonya ga ada rugi²nyaaa makan di sni, sblakk hot plate nya pun the bestttt",4 bulan lalu,5 bintang,"https://www.google.com/maps/place/BOENDA+KITCHEN/@-6.9176714,106.9318571,20z/data=!4m6!3m5!1s0x2e684900437fed57:0xaad111237b3ba57c!8m2!3d-6.9176712!4d106.9321791!16s%2Fg%2F11vzfkzqhf?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
83,bagian organisasi,0.989207923412323,"[[1413.0, 326.0], [1563.0, 335.0], [1561.0, 361.0], [1411.0, 352.0]]",POINT (1487 343.5),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
84,setda kota sukabun,0.9825348258018494,"[[1398.0, 349.0], [1526.0, 349.0], [1526.0, 369.0], [1398.0, 369.0]]",POINT (1462 359),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.917697,106.9315715,Bagian Organisasi Setda Kota Sukabumi,Kantor Pemerintah,,"Alamat: Jl. Syamsudin. SH No.25, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Bagian+Organisasi+Setda+Kota+Sukabumi/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e68490072c36733:0xfce4d403ff0af9d4!8m2!3d-6.917697!4d106.9315715!16s%2Fg%2F11y47929rb?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
85,pemerintahan setda.,0.9619482755661011,"[[1644.0, 379.0], [1776.0, 379.0], [1776.0, 393.0], [1644.0, 393.0]]",POINT (1710 386),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.917739,106.931932,Bagian Tata Pemerintahan Setda Kota Sukabumi,Kantor Perusahaan,Telepon: (0266) 226149 ,"Alamat: 3WJJ+WQ3, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: tapemkota.wordpress.com ,,,,"https://www.google.com/maps/place/Bagian+Tata+Pemerintahan+Setda+Kota+Sukabumi/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e6848369bbd7ad1:0x37fda2a455715cfe!8m2!3d-6.917739!4d106.931932!16s%2Fg%2F11fy2p_tgc?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
86,ciwangi restaurant,0.9998070597648621,"[[382.0, 468.0], [500.0, 468.0], [500.0, 488.0], [382.0, 488.0]]",POINT (441 478),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
87,& andi florest,0.9985265135765076,"[[412.0, 484.0], [506.0, 484.0], [506.0, 504.0], [412.0, 504.0]]",POINT (459 494),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
88,t,0.9015192985534668,"[[498.0, 476.0], [532.0, 476.0], [532.0, 500.0], [498.0, 500.0]]",POINT (515 488),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
89,china,0.9976491928100586,"[[472.0, 498.0], [500.0, 498.0], [500.0, 512.0], [472.0, 512.0]]",POINT (486 505),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9178805,106.9301822,Ciwangi Restaurant & Andi Florest,Restoran China,Telepon: (0266) 221555 ,"Alamat: Jl. Syamsudin. SH SH No.10, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,Pelayanan kurang teliti..mentang mentang online nggak bisa masuk..padahal resto bisa lebih crosecek di banding driver ..,sebulan lalu,1 bintang,"https://www.google.com/maps/place/Ciwangi+Restaurant+%26+Andi+Florest/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e684830ed671395:0x4efe349a068ea6be!8m2!3d-6.9178805!4d106.9301822!16s%2Fg%2F1hc3d22vd?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
90,like earth coffee,0.9781558513641357,"[[548.0, 490.0], [688.0, 490.0], [688.0, 512.0], [548.0, 512.0]]",POINT (618 501),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
91,kantor walikota,0.9910644292831421,"[[1375.0, 492.0], [1512.0, 499.0], [1511.0, 527.0], [1374.0, 520.0]]",POINT (1443 509.5),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",,,,,,,,,,,
92,o a,0.8980777859687805,"[[1146.0, 550.0], [1178.0, 550.0], [1178.0, 574.0], [1146.0, 574.0]]",POINT (1162 562),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9179782,106.9310344,ajid 2,Klub Malam,Telepon: 0821-2879-9716 ,"Alamat: 3WJJ+RC3, Gg. Ajid 2, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/ajid+2/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e6849b3557cb547:0x716a2f77236d6699!8m2!3d-6.9179782!4d106.9310344!16s%2Fg%2F11g0tplj_b?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
93,basaue,0.544295072555542,"[[220.0, 564.0], [318.0, 564.0], [318.0, 602.0], [220.0, 602.0]]",POINT (269 583),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9180045,106.9297989,RNB KUE BASAH (ibu Aas),Toko Roti,Telepon: 0853-1445-9850 ,"Alamat: Jl. Syamsudin. SH No.4, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/RNB+KUE+BASAH+(ibu+Aas)/@-6.9180045,106.929477,20z/data=!4m6!3m5!1s0x2e6849ef68fc1ba5:0xb3116eeeedbfb14d!8m2!3d-6.9180045!4d106.9297989!16s%2Fg%2F11rx0jnnr_?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
95,balai kota sukabumi,0.9665859937667847,"[[1422.0, 570.0], [1584.0, 570.0], [1584.0, 596.0], [1422.0, 596.0]]",POINT (1503 583),"https://www.google.com/maps/@-6.9178044,106.9307722,20z?",-6.9180029,106.931593,Balai Kota Sukabumi,Balai Kota,Telepon: (0266) 221123 ,"Alamat: 3WJJ+QJW, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: sukabumikota.go.id ,Tempat pemerintahan kota sukabumi,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Balai+Kota+Sukabumi/@-6.9178044,106.9307722,20z/data=!4m6!3m5!1s0x2e684997f0eab761:0x37f1cecaddf0a585!8m2!3d-6.9180029!4d106.931593!16s%2Fg%2F11h6f_cjg2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
